0,0,5.12,0,5.12,0
1,70,75.12,0,5.12,1
2,0,5.12,70,75.12,2
3,70,75.12,70,75.12,3
4,0,5.12,150,155.12,4
5,70,75.12,150,155.12,5
6,0,5.12,220,225.12,6
7,70,75.12,220,225.12,7
8,0,5.12,300,305.12,8
9,70,75.12,300,305.12,9
10,0,5.12,370,375.12,10
11,70,75.12,370,375.12,11
12,0,5.12,450,455.12,12
13,70,75.12,450,455.12,13
14,0,5.12,520,525.12,14
15,70,75.12,520,525.12,15
16,0,5.12,600,605.12,16
17,70,75.12,600,605.12,17
18,0,5.12,670,675.12,18
19,70,75.12,670,675.12,19
20,0,5.12,750,755.12,20
21,70,75.12,750,755.12,21
22,0,5.12,820,825.12,22
23,70,75.12,820,825.12,23
24,0,5.12,900,905.12,24
25,70,75.12,900,905.12,25
26,0,5.12,970,975.12,26
27,70,75.12,970,975.12,27
28,0,5.12,1050,1055.12,28
29,70,75.12,1050,1055.12,29
30,0,5.12,1120,1125.12,30
31,70,75.12,1120,1125.12,31
32,0,5.12,1200,1205.12,32
33,70,75.12,1200,1205.12,33
34,0,5.12,1270,1275.12,34
35,70,75.12,1270,1275.12,35
36,0,5.12,1350,1355.12,36
37,70,75.12,1350,1355.12,37
38,0,5.12,1420,1425.12,38
39,70,75.12,1420,1425.12,39
40,0,5.12,1500,1505.12,40
41,70,75.12,1500,1505.12,41
42,0,5.12,1570,1575.12,42
43,70,75.12,1570,1575.12,43
44,0,5.12,1650,1655.12,44
45,70,75.12,1650,1655.12,45
46,0,5.12,1720,1725.12,46
47,70,75.12,1720,1725.12,47
48,0,5.12,1800,1805.12,48
49,70,75.12,1800,1805.12,49
50,0,5.12,1870,1875.12,50
51,70,75.12,1870,1875.12,51
52,0,5.12,1950,1955.12,52
53,70,75.12,1950,1955.12,53
54,0,5.12,2020,2025.12,54
55,70,75.12,2020,2025.12,55
56,0,5.12,2100,2105.12,56
57,70,75.12,2100,2105.12,57
58,0,5.12,2170,2175.12,58
59,70,75.12,2170,2175.12,59
60,0,5.12,2250,2255.12,60
61,70,75.12,2250,2255.12,61
62,0,5.12,2320,2325.12,62
63,70,75.12,2320,2325.12,63
64,0,5.12,2400,2405.12,64
65,70,75.12,2400,2405.12,65
66,0,5.12,2470,2475.12,66
67,70,75.12,2470,2475.12,67
68,0,5.12,2550,2555.12,68
69,70,75.12,2550,2555.12,69
70,0,5.12,2620,2625.12,70
71,70,75.12,2620,2625.12,71
72,0,5.12,2700,2705.12,72
73,70,75.12,2700,2705.12,73
74,0,5.12,2770,2775.12,74
75,70,75.12,2770,2775.12,75
76,0,5.12,2850,2855.12,76
77,70,75.12,2850,2855.12,77
78,0,5.12,2920,2925.12,78
79,70,75.12,2920,2925.12,79
80,0,5.12,3000,3005.12,80
81,70,75.12,3000,3005.12,81
82,0,5.12,3070,3075.12,82
83,70,75.12,3070,3075.12,83
84,0,5.12,3150,3155.12,84
85,70,75.12,3150,3155.12,85
86,0,5.12,3220,3225.12,86
87,70,75.12,3220,3225.12,87
88,0,5.12,3300,3305.12,88
89,70,75.12,3300,3305.12,89
90,0,5.12,3370,3375.12,90
91,70,75.12,3370,3375.12,91
92,0,5.12,3450,3455.12,92
93,70,75.12,3450,3455.12,93
94,0,5.12,3520,3525.12,94
95,70,75.12,3520,3525.12,95
96,0,5.12,3600,3605.12,96
97,70,75.12,3600,3605.12,97
98,0,5.12,3670,3675.12,98
99,70,75.12,3670,3675.12,99
100,0,5.12,3750,3755.12,100
101,70,75.12,3750,3755.12,101
102,0,5.12,3820,3825.12,102
103,70,75.12,3820,3825.12,103
104,0,5.12,3900,3905.12,104
105,70,75.12,3900,3905.12,105
106,0,5.12,3970,3975.12,106
107,70,75.12,3970,3975.12,107
108,150,155.12,0,5.12,108
109,220,225.12,0,5.12,109
110,150,155.12,70,75.12,110
111,220,225.12,70,75.12,111
112,150,155.12,150,155.12,112
113,220,225.12,150,155.12,113
114,150,155.12,220,225.12,114
115,220,225.12,220,225.12,115
116,150,155.12,300,305.12,116
117,220,225.12,300,305.12,117
118,150,155.12,370,375.12,118
119,220,225.12,370,375.12,119
120,150,155.12,450,455.12,120
121,220,225.12,450,455.12,121
122,150,155.12,520,525.12,122
123,220,225.12,520,525.12,123
124,150,155.12,600,605.12,124
125,220,225.12,600,605.12,125
126,150,155.12,670,675.12,126
127,220,225.12,670,675.12,127
128,150,155.12,750,755.12,128
129,220,225.12,750,755.12,129
130,150,155.12,820,825.12,130
131,220,225.12,820,825.12,131
132,150,155.12,900,905.12,132
133,220,225.12,900,905.12,133
134,150,155.12,970,975.12,134
135,220,225.12,970,975.12,135
136,150,155.12,1050,1055.12,136
137,220,225.12,1050,1055.12,137
138,150,155.12,1120,1125.12,138
139,220,225.12,1120,1125.12,139
140,150,155.12,1200,1205.12,140
141,220,225.12,1200,1205.12,141
142,150,155.12,1270,1275.12,142
143,220,225.12,1270,1275.12,143
144,150,155.12,1350,1355.12,144
145,220,225.12,1350,1355.12,145
146,150,155.12,1420,1425.12,146
147,220,225.12,1420,1425.12,147
148,150,155.12,1500,1505.12,148
149,220,225.12,1500,1505.12,149
150,150,155.12,1570,1575.12,150
