0,0,100,0,100
1,0,100,126,226
2,0,100,252,352
3,0,100,378,478
4,126,226,0,100
5,126,226,126,226
6,126,226,252,352
7,126,226,378,478
8,252,352,0,100
9,252,352,126,226
10,252,352,252,352
11,252,352,378,478
12,378,478,0,100
13,378,478,126,226
14,378,478,252,352
15,378,478,378,478
16,504,604,0,100
17,504,604,126,226
18,504,604,252,352
19,504,604,378,478
20,630,730,0,100
21,630,730,126,226
22,630,730,252,352
23,630,730,378,478
24,756,856,0,100
25,756,856,126,226
26,756,856,252,352
27,756,856,378,478
28,882,982,0,100
29,882,982,126,226
30,882,982,252,352
31,882,982,378,478
