0,0,2.56,0,2.56,0
1,0,2.56,42,44.56,1
2,0,2.56,84,86.56,2
3,0,2.56,126,128.56,3
4,0,2.56,168,170.56,4
5,0,2.56,210,212.56,5
6,0,2.56,252,254.56,6
7,0,2.56,294,296.56,7
8,0,2.56,336,338.56,8
9,0,2.56,378,380.56,9
10,0,2.56,420,422.56,10
11,42,44.56,0,2.56,11
12,42,44.56,42,44.56,12
13,42,44.56,84,86.56,13
14,42,44.56,126,128.56,14
15,42,44.56,168,170.56,15
16,42,44.56,210,212.56,16
17,42,44.56,252,254.56,17
18,42,44.56,294,296.56,18
19,42,44.56,336,338.56,19
20,42,44.56,378,380.56,20
21,42,44.56,420,422.56,21
22,84,86.56,0,2.56,22
23,84,86.56,42,44.56,23
24,84,86.56,84,86.56,24
25,84,86.56,126,128.56,25
26,84,86.56,168,170.56,26
27,84,86.56,210,212.56,27
28,84,86.56,252,254.56,28
29,84,86.56,294,296.56,29
30,84,86.56,336,338.56,30
31,84,86.56,378,380.56,31
32,84,86.56,420,422.56,32
33,126,128.56,0,2.56,33
34,126,128.56,42,44.56,34
35,126,128.56,84,86.56,35
36,126,128.56,126,128.56,36
37,126,128.56,168,170.56,37
38,126,128.56,210,212.56,38
39,126,128.56,252,254.56,39
40,126,128.56,294,296.56,40
41,126,128.56,336,338.56,41
42,126,128.56,378,380.56,42
43,126,128.56,420,422.56,43
44,168,170.56,0,2.56,44
45,168,170.56,42,44.56,45
46,168,170.56,84,86.56,46
47,168,170.56,126,128.56,47
48,168,170.56,168,170.56,48
49,168,170.56,210,212.56,49
50,168,170.56,252,254.56,50
51,168,170.56,294,296.56,51
52,168,170.56,336,338.56,52
53,168,170.56,378,380.56,53
54,168,170.56,420,422.56,54
55,210,212.56,0,2.56,55
56,210,212.56,42,44.56,56
57,210,212.56,84,86.56,57
58,210,212.56,126,128.56,58
59,210,212.56,168,170.56,59
60,210,212.56,210,212.56,60
61,210,212.56,252,254.56,61
62,210,212.56,294,296.56,62
63,210,212.56,336,338.56,63
64,210,212.56,378,380.56,64
65,210,212.56,420,422.56,65
66,252,254.56,0,2.56,66
67,252,254.56,42,44.56,67
68,252,254.56,84,86.56,68
69,252,254.56,126,128.56,69
70,252,254.56,168,170.56,70
71,252,254.56,210,212.56,71
72,252,254.56,252,254.56,72
73,252,254.56,294,296.56,73
74,252,254.56,336,338.56,74
75,252,254.56,378,380.56,75
76,252,254.56,420,422.56,76
77,294,296.56,0,2.56,77
78,294,296.56,42,44.56,78
79,294,296.56,84,86.56,79
80,294,296.56,126,128.56,80
81,294,296.56,168,170.56,81
82,294,296.56,210,212.56,82
83,294,296.56,252,254.56,83
84,294,296.56,294,296.56,84
85,294,296.56,336,338.56,85
86,294,296.56,378,380.56,86
87,294,296.56,420,422.56,87
88,336,338.56,0,2.56,88
89,336,338.56,42,44.56,89
90,336,338.56,84,86.56,90
91,336,338.56,126,128.56,91
92,336,338.56,168,170.56,92
93,336,338.56,210,212.56,93
94,336,338.56,252,254.56,94
95,336,338.56,294,296.56,95
96,336,338.56,336,338.56,96
97,336,338.56,378,380.56,97
98,336,338.56,420,422.56,98
99,378,380.56,0,2.56,99
100,378,380.56,42,44.56,100
101,378,380.56,84,86.56,101
102,378,380.56,126,128.56,102
103,378,380.56,168,170.56,103
104,378,380.56,210,212.56,104
105,378,380.56,252,254.56,105
106,378,380.56,294,296.56,106
107,378,380.56,336,338.56,107
108,378,380.56,378,380.56,108
109,378,380.56,420,422.56,109
110,420,422.56,0,2.56,110
111,420,422.56,42,44.56,111
112,420,422.56,84,86.56,112
113,420,422.56,126,128.56,113
114,420,422.56,168,170.56,114
115,420,422.56,210,212.56,115
116,420,422.56,252,254.56,116
117,420,422.56,294,296.56,117
118,420,422.56,336,338.56,118
119,420,422.56,378,380.56,119
120,420,422.56,420,422.56,120
121,462,464.56,0,2.56,121
122,462,464.56,42,44.56,122
123,462,464.56,84,86.56,123
124,462,464.56,126,128.56,124
125,462,464.56,168,170.56,125
126,462,464.56,210,212.56,126
127,462,464.56,252,254.56,127
128,462,464.56,294,296.56,128
129,462,464.56,336,338.56,129
130,462,464.56,378,380.56,130
131,462,464.56,420,422.56,131
132,504,506.56,0,2.56,132
133,504,506.56,42,44.56,133
134,504,506.56,84,86.56,134
135,504,506.56,126,128.56,135
136,504,506.56,168,170.56,136
137,504,506.56,210,212.56,137
138,504,506.56,252,254.56,138
139,504,506.56,294,296.56,139
140,504,506.56,336,338.56,140
141,504,506.56,378,380.56,141
142,504,506.56,420,422.56,142
143,546,548.56,0,2.56,143
144,546,548.56,42,44.56,144
145,546,548.56,84,86.56,145
146,546,548.56,126,128.56,146
147,546,548.56,168,170.56,147
148,546,548.56,210,212.56,148
149,546,548.56,252,254.56,149
150,546,548.56,294,296.56,150
151,546,548.56,336,338.56,151
152,546,548.56,378,380.56,152
153,546,548.56,420,422.56,153
154,588,590.56,0,2.56,154
155,588,590.56,42,44.56,155
156,588,590.56,84,86.56,156
157,588,590.56,126,128.56,157
158,588,590.56,168,170.56,158
159,588,590.56,210,212.56,159
160,588,590.56,252,254.56,160
161,588,590.56,294,296.56,161
162,588,590.56,336,338.56,162
163,588,590.56,378,380.56,163
164,588,590.56,420,422.56,164
165,630,632.56,0,2.56,165
166,630,632.56,42,44.56,166
167,630,632.56,84,86.56,167
168,630,632.56,126,128.56,168
169,630,632.56,168,170.56,169
170,630,632.56,210,212.56,170
171,630,632.56,252,254.56,171
172,630,632.56,294,296.56,172
173,630,632.56,336,338.56,173
174,630,632.56,378,380.56,174
175,630,632.56,420,422.56,175
176,672,674.56,0,2.56,176
177,672,674.56,42,44.56,177
178,672,674.56,84,86.56,178
179,672,674.56,126,128.56,179
180,672,674.56,168,170.56,180
181,672,674.56,210,212.56,181
182,672,674.56,252,254.56,182
183,672,674.56,294,296.56,183
184,672,674.56,336,338.56,184
185,672,674.56,378,380.56,185
186,672,674.56,420,422.56,186
187,714,716.56,0,2.56,187
188,714,716.56,42,44.56,188
189,714,716.56,84,86.56,189
190,714,716.56,126,128.56,190
191,714,716.56,168,170.56,191
192,714,716.56,210,212.56,192
193,714,716.56,252,254.56,193
194,714,716.56,294,296.56,194
195,714,716.56,336,338.56,195
196,714,716.56,378,380.56,196
197,714,716.56,420,422.56,197
198,756,758.56,0,2.56,198
199,756,758.56,42,44.56,199
200,756,758.56,84,86.56,200
201,756,758.56,126,128.56,201
202,756,758.56,168,170.56,202
203,756,758.56,210,212.56,203
204,756,758.56,252,254.56,204
205,756,758.56,294,296.56,205
206,756,758.56,336,338.56,206
207,756,758.56,378,380.56,207
208,756,758.56,420,422.56,208
209,798,800.56,0,2.56,209
210,798,800.56,42,44.56,210
211,798,800.56,84,86.56,211
212,798,800.56,126,128.56,212
213,798,800.56,168,170.56,213
214,798,800.56,210,212.56,214
215,798,800.56,252,254.56,215
216,798,800.56,294,296.56,216
217,798,800.56,336,338.56,217
218,798,800.56,378,380.56,218
219,798,800.56,420,422.56,219
220,840,842.56,0,2.56,220
221,840,842.56,42,44.56,221
222,840,842.56,84,86.56,222
223,840,842.56,126,128.56,223
224,840,842.56,168,170.56,224
225,840,842.56,210,212.56,225
226,840,842.56,252,254.56,226
227,840,842.56,294,296.56,227
228,840,842.56,336,338.56,228
229,840,842.56,378,380.56,229
230,840,842.56,420,422.56,230
231,882,884.56,0,2.56,231
232,882,884.56,42,44.56,232
233,882,884.56,84,86.56,233
234,882,884.56,126,128.56,234
235,882,884.56,168,170.56,235
236,882,884.56,210,212.56,236
237,882,884.56,252,254.56,237
238,882,884.56,294,296.56,238
239,882,884.56,336,338.56,239
240,882,884.56,378,380.56,240
241,882,884.56,420,422.56,241
