0,0,100,0,100
1,70,170,0,100
2,0,100,70,170
3,70,170,70,170
4,0,100,150,250
5,70,170,150,250
6,0,100,220,320
7,70,170,220,320
8,0,100,300,400
9,70,170,300,400
10,0,100,370,470
11,70,170,370,470
12,0,100,450,550
13,70,170,450,550
14,0,100,520,620
15,70,170,520,620
16,0,100,600,700
17,70,170,600,700
18,0,100,670,770
19,70,170,670,770
20,0,100,750,850
21,70,170,750,850
22,0,100,820,920
23,70,170,820,920
24,0,100,900,1000
25,70,170,900,1000
26,0,100,970,1070
27,70,170,970,1070
28,0,100,1050,1150
29,70,170,1050,1150
30,0,100,1120,1220
31,70,170,1120,1220
32,0,100,1200,1300
33,70,170,1200,1300
34,0,100,1270,1370
35,70,170,1270,1370
36,0,100,1350,1450
37,70,170,1350,1450
38,0,100,1420,1520
39,70,170,1420,1520
40,0,100,1500,1600
41,70,170,1500,1600
42,0,100,1570,1670
43,70,170,1570,1670
44,0,100,1650,1750
45,70,170,1650,1750
46,0,100,1720,1820
47,70,170,1720,1820
48,0,100,1800,1900
49,70,170,1800,1900
50,0,100,1870,1970
51,70,170,1870,1970
52,0,100,1950,2050
53,70,170,1950,2050
54,0,100,2020,2120
55,70,170,2020,2120
56,0,100,2100,2200
57,70,170,2100,2200
58,0,100,2170,2270
59,70,170,2170,2270
60,0,100,2250,2350
61,70,170,2250,2350
62,0,100,2320,2420
63,70,170,2320,2420
64,0,100,2400,2500
65,70,170,2400,2500
66,0,100,2470,2570
67,70,170,2470,2570
68,0,100,2550,2650
69,70,170,2550,2650
70,0,100,2620,2720
71,70,170,2620,2720
72,0,100,2700,2800
73,70,170,2700,2800
74,0,100,2770,2870
75,70,170,2770,2870
76,0,100,2850,2950
77,70,170,2850,2950
78,0,100,2920,3020
79,70,170,2920,3020
80,0,100,3000,3100
81,70,170,3000,3100
82,0,100,3070,3170
83,70,170,3070,3170
84,0,100,3150,3250
85,70,170,3150,3250
86,0,100,3220,3320
87,70,170,3220,3320
88,0,100,3300,3400
89,70,170,3300,3400
90,0,100,3370,3470
91,70,170,3370,3470
92,0,100,3450,3550
93,70,170,3450,3550
94,0,100,3520,3620
95,70,170,3520,3620
96,0,100,3600,3700
97,70,170,3600,3700
98,0,100,3670,3770
99,70,170,3670,3770
100,0,100,3750,3850
101,70,170,3750,3850
102,0,100,3820,3920
103,70,170,3820,3920
104,0,100,3900,4000
105,70,170,3900,4000
106,0,100,3970,4070
107,70,170,3970,4070
108,150,250,0,100
109,220,320,0,100
110,150,250,70,170
111,220,320,70,170
112,150,250,150,250
113,220,320,150,250
114,150,250,220,320
115,220,320,220,320
116,150,250,300,400
117,220,320,300,400
118,150,250,370,470
119,220,320,370,470
120,150,250,450,550
121,220,320,450,550
122,150,250,520,620
123,220,320,520,620
124,150,250,600,700
125,220,320,600,700
126,150,250,670,770
127,220,320,670,770
128,150,250,750,850
129,220,320,750,850
130,150,250,820,920
131,220,320,820,920
132,150,250,900,1000
133,220,320,900,1000
134,150,250,970,1070
135,220,320,970,1070
136,150,250,1050,1150
137,220,320,1050,1150
138,150,250,1120,1220
139,220,320,1120,1220
140,150,250,1200,1300
141,220,320,1200,1300
142,150,250,1270,1370
143,220,320,1270,1370
144,150,250,1350,1450
145,220,320,1350,1450
146,150,250,1420,1520
147,220,320,1420,1520
148,150,250,1500,1600
149,220,320,1500,1600
150,150,250,1570,1670
151,220,320,1570,1670
152,150,250,1650,1750
153,220,320,1650,1750
154,150,250,1720,1820
155,220,320,1720,1820
156,150,250,1800,1900
157,220,320,1800,1900
158,150,250,1870,1970
159,220,320,1870,1970
160,150,250,1950,2050
161,220,320,1950,2050
162,150,250,2020,2120
163,220,320,2020,2120
164,150,250,2100,2200
165,220,320,2100,2200
166,150,250,2170,2270
167,220,320,2170,2270
168,150,250,2250,2350
169,220,320,2250,2350
170,150,250,2320,2420
171,220,320,2320,2420
172,150,250,2400,2500
173,220,320,2400,2500
174,150,250,2470,2570
175,220,320,2470,2570
176,150,250,2550,2650
177,220,320,2550,2650
178,150,250,2620,2720
179,220,320,2620,2720
180,150,250,2700,2800
181,220,320,2700,2800
182,150,250,2770,2870
183,220,320,2770,2870
184,150,250,2850,2950
185,220,320,2850,2950
186,150,250,2920,3020
187,220,320,2920,3020
188,150,250,3000,3100
189,220,320,3000,3100
190,150,250,3070,3170
191,220,320,3070,3170
192,150,250,3150,3250
193,220,320,3150,3250
194,150,250,3220,3320
195,220,320,3220,3320
196,150,250,3300,3400
197,220,320,3300,3400
198,150,250,3370,3470
199,220,320,3370,3470
200,150,250,3450,3550
201,220,320,3450,3550
202,150,250,3520,3620
203,220,320,3520,3620
204,150,250,3600,3700
205,220,320,3600,3700
