0,0,100,0,100
1,0,100,42,142
2,0,100,84,184
3,0,100,126,226
4,0,100,168,268
5,0,100,210,310
6,0,100,252,352
7,0,100,294,394
8,0,100,336,436
9,0,100,378,478
10,0,100,420,520
11,42,142,0,100
12,42,142,42,142
13,42,142,84,184
14,42,142,126,226
15,42,142,168,268
16,42,142,210,310
17,42,142,252,352
18,42,142,294,394
19,42,142,336,436
20,42,142,378,478
21,42,142,420,520
22,84,184,0,100
23,84,184,42,142
24,84,184,84,184
25,84,184,126,226
26,84,184,168,268
27,84,184,210,310
28,84,184,252,352
29,84,184,294,394
30,84,184,336,436
31,84,184,378,478
32,84,184,420,520
33,126,226,0,100
34,126,226,42,142
35,126,226,84,184
36,126,226,126,226
37,126,226,168,268
38,126,226,210,310
39,126,226,252,352
40,126,226,294,394
41,126,226,336,436
42,126,226,378,478
43,126,226,420,520
44,168,268,0,100
45,168,268,42,142
46,168,268,84,184
47,168,268,126,226
48,168,268,168,268
49,168,268,210,310
50,168,268,252,352
51,168,268,294,394
52,168,268,336,436
53,168,268,378,478
54,168,268,420,520
55,210,310,0,100
56,210,310,42,142
57,210,310,84,184
58,210,310,126,226
59,210,310,168,268
60,210,310,210,310
61,210,310,252,352
62,210,310,294,394
63,210,310,336,436
64,210,310,378,478
65,210,310,420,520
66,252,352,0,100
67,252,352,42,142
68,252,352,84,184
69,252,352,126,226
70,252,352,168,268
71,252,352,210,310
72,252,352,252,352
73,252,352,294,394
74,252,352,336,436
75,252,352,378,478
76,252,352,420,520
77,294,394,0,100
78,294,394,42,142
79,294,394,84,184
80,294,394,126,226
81,294,394,168,268
82,294,394,210,310
83,294,394,252,352
84,294,394,294,394
85,294,394,336,436
86,294,394,378,478
87,294,394,420,520
88,336,436,0,100
89,336,436,42,142
90,336,436,84,184
91,336,436,126,226
92,336,436,168,268
93,336,436,210,310
94,336,436,252,352
95,336,436,294,394
96,336,436,336,436
97,336,436,378,478
98,336,436,420,520
99,378,478,0,100
100,378,478,42,142
101,378,478,84,184
102,378,478,126,226
103,378,478,168,268
104,378,478,210,310
105,378,478,252,352
106,378,478,294,394
107,378,478,336,436
108,378,478,378,478
109,378,478,420,520
110,420,520,0,100
111,420,520,42,142
112,420,520,84,184
113,420,520,126,226
114,420,520,168,268
115,420,520,210,310
116,420,520,252,352
117,420,520,294,394
118,420,520,336,436
119,420,520,378,478
120,420,520,420,520
121,462,562,0,100
122,462,562,42,142
123,462,562,84,184
124,462,562,126,226
125,462,562,168,268
126,462,562,210,310
127,462,562,252,352
128,462,562,294,394
129,462,562,336,436
130,462,562,378,478
131,462,562,420,520
132,504,604,0,100
133,504,604,42,142
134,504,604,84,184
135,504,604,126,226
136,504,604,168,268
137,504,604,210,310
138,504,604,252,352
139,504,604,294,394
140,504,604,336,436
141,504,604,378,478
142,504,604,420,520
143,546,646,0,100
144,546,646,42,142
145,546,646,84,184
146,546,646,126,226
147,546,646,168,268
148,546,646,210,310
149,546,646,252,352
150,546,646,294,394
151,546,646,336,436
152,546,646,378,478
153,546,646,420,520
154,588,688,0,100
155,588,688,42,142
156,588,688,84,184
157,588,688,126,226
158,588,688,168,268
159,588,688,210,310
160,588,688,252,352
161,588,688,294,394
162,588,688,336,436
163,588,688,378,478
164,588,688,420,520
165,630,730,0,100
166,630,730,42,142
167,630,730,84,184
168,630,730,126,226
169,630,730,168,268
170,630,730,210,310
171,630,730,252,352
172,630,730,294,394
173,630,730,336,436
174,630,730,378,478
175,630,730,420,520
176,672,772,0,100
177,672,772,42,142
178,672,772,84,184
179,672,772,126,226
180,672,772,168,268
181,672,772,210,310
182,672,772,252,352
183,672,772,294,394
184,672,772,336,436
185,672,772,378,478
186,672,772,420,520
187,714,814,0,100
188,714,814,42,142
189,714,814,84,184
190,714,814,126,226
191,714,814,168,268
192,714,814,210,310
193,714,814,252,352
194,714,814,294,394
195,714,814,336,436
196,714,814,378,478
197,714,814,420,520
198,756,856,0,100
199,756,856,42,142
200,756,856,84,184
201,756,856,126,226
202,756,856,168,268
203,756,856,210,310
204,756,856,252,352
205,756,856,294,394
206,756,856,336,436
207,756,856,378,478
208,756,856,420,520
209,798,898,0,100
210,798,898,42,142
211,798,898,84,184
212,798,898,126,226
213,798,898,168,268
214,798,898,210,310
215,798,898,252,352
216,798,898,294,394
217,798,898,336,436
218,798,898,378,478
219,798,898,420,520
220,840,940,0,100
221,840,940,42,142
222,840,940,84,184
223,840,940,126,226
224,840,940,168,268
225,840,940,210,310
226,840,940,252,352
227,840,940,294,394
228,840,940,336,436
229,840,940,378,478
230,840,940,420,520
231,882,982,0,100
232,882,982,42,142
233,882,982,84,184
234,882,982,126,226
235,882,982,168,268
236,882,982,210,310
237,882,982,252,352
238,882,982,294,394
239,882,982,336,436
240,882,982,378,478
241,882,982,420,520
