0,0,100,0,100
1,0,100,180,280
2,0,100,360,460
3,0,100,540,640
4,0,100,720,820
5,0,100,900,1000
6,0,100,1080,1180
7,0,100,1260,1360
8,0,100,1440,1540
9,0,100,1620,1720
10,0,100,1800,1900
11,0,100,1980,2080
12,0,100,2160,2260
13,0,100,2340,2440
14,0,100,2520,2620
15,0,100,2700,2800
16,0,100,2880,2980
17,0,100,3060,3160
18,0,100,3240,3340
19,0,100,3420,3520
20,0,100,3600,3700
21,0,100,3780,3880
22,0,100,3960,4060
23,180,280,0,100
24,180,280,180,280
25,180,280,360,460
26,180,280,540,640
27,180,280,720,820
28,180,280,900,1000
29,180,280,1080,1180
30,180,280,1260,1360
31,180,280,1440,1540
32,180,280,1620,1720
33,180,280,1800,1900
34,180,280,1980,2080
35,180,280,2160,2260
36,180,280,2340,2440
37,180,280,2520,2620
38,180,280,2700,2800
39,180,280,2880,2980
40,180,280,3060,3160
41,180,280,3240,3340
42,180,280,3420,3520
43,180,280,3600,3700
44,180,280,3780,3880
45,180,280,3960,4060
46,360,460,0,100
47,360,460,180,280
48,360,460,360,460
49,360,460,540,640
50,360,460,720,820
51,360,460,900,1000
52,360,460,1080,1180
53,360,460,1260,1360
54,360,460,1440,1540
55,360,460,1620,1720
56,360,460,1800,1900
57,360,460,1980,2080
58,360,460,2160,2260
59,360,460,2340,2440
60,360,460,2520,2620
61,360,460,2700,2800
62,360,460,2880,2980
63,360,460,3060,3160
64,360,460,3240,3340
65,360,460,3420,3520
66,360,460,3600,3700
67,360,460,3780,3880
68,360,460,3960,4060
69,540,640,0,100
70,540,640,180,280
71,540,640,360,460
72,540,640,540,640
73,540,640,720,820
74,540,640,900,1000
75,540,640,1080,1180
76,540,640,1260,1360
77,540,640,1440,1540
78,540,640,1620,1720
79,540,640,1800,1900
80,540,640,1980,2080
81,540,640,2160,2260
82,540,640,2340,2440
83,540,640,2520,2620
84,540,640,2700,2800
85,540,640,2880,2980
86,540,640,3060,3160
87,540,640,3240,3340
88,540,640,3420,3520
89,540,640,3600,3700
90,540,640,3780,3880
91,540,640,3960,4060
92,720,820,0,100
93,720,820,180,280
94,720,820,360,460
95,720,820,540,640
96,720,820,720,820
97,720,820,900,1000
98,720,820,1080,1180
99,720,820,1260,1360
100,720,820,1440,1540
101,720,820,1620,1720
102,720,820,1800,1900
103,720,820,1980,2080
104,720,820,2160,2260
105,720,820,2340,2440
106,720,820,2520,2620
107,720,820,2700,2800
108,720,820,2880,2980
109,720,820,3060,3160
110,720,820,3240,3340
111,720,820,3420,3520
112,720,820,3600,3700
113,720,820,3780,3880
114,720,820,3960,4060
115,900,1000,0,100
116,900,1000,180,280
117,900,1000,360,460
118,900,1000,540,640
119,900,1000,720,820
120,900,1000,900,1000
121,900,1000,1080,1180
122,900,1000,1260,1360
123,900,1000,1440,1540
124,900,1000,1620,1720
125,900,1000,1800,1900
126,900,1000,1980,2080
127,900,1000,2160,2260
128,900,1000,2340,2440
129,900,1000,2520,2620
130,900,1000,2700,2800
131,900,1000,2880,2980
132,900,1000,3060,3160
133,900,1000,3240,3340
134,900,1000,3420,3520
135,900,1000,3600,3700
